NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
307,268,343,311,0.647910
314,267,350,310,0.636967
315,270,351,313,0.852639
312,269,350,314,0.618443
315,276,346,313,0.511252
314,275,346,313,0.481044
322,278,353,315,0.520199
332,281,363,318,0.521813
346,289,376,325,0.581984
350,297,379,332,0.548368
348,297,379,334,0.482445
345,306,374,341,0.489181
343,318,370,351,0.548220
344,327,370,358,0.588427
347,333,372,362,0.578143
353,337,377,365,0.549187
362,339,385,366,0.527312
370,343,392,369,0.588179
375,346,396,371,0.603122
381,350,401,374,0.588569
388,354,407,377,0.601375
394,357,413,380,0.602154
400,359,419,382,0.620146
404,360,423,383,0.609674
404,362,423,385,0.579318
399,364,419,388,0.573480
382,366,405,393,0.634115
362,367,386,395,0.591410
333,368,359,398,0.700866
302,376,331,410,0.711538
260,388,292,426,0.690704
246,366,279,406,0.598906
252,321,289,366,0.490184
270,287,308,333,0.495225
295,253,336,302,0.596999
311,227,354,279,0.762533
316,215,362,270,0.593662
319,206,366,262,0.785857
318,197,366,255,0.737540
306,185,359,249,0.661488
282,169,340,239,0.656861
262,160,329,240,0.607088
261,167,329,249,0.746398
257,167,325,249,0.803095
249,167,317,249,0.917096
244,171,311,252,0.923200
246,173,313,254,0.895564
247,174,314,255,0.894558
249,175,317,258,0.891478
248,176,316,258,0.868093
248,176,316,258,0.845464
248,176,316,259,0.823255
253,174,319,254,0.795169
260,177,320,250,0.828364
243,184,307,262,0.830945
218,181,293,273,0.826558
175,165,268,278,0.664334
139,168,243,294,0.661463
108,174,224,315,0.624747
88,184,213,335,0.642321
66,198,199,359,0.638158
51,204,191,374,0.607604
42,210,191,392,0.490994
30,218,188,411,0.508786
14,248,170,437,0.479184
1,258,162,454,0.475604
-4,263,158,461,0.430640
-5,266,157,464,0.436206
-4,266,157,463,0.442811
-3,266,157,462,0.457376
-2,267,157,461,0.462813
1,276,157,465,0.479724
2,281,156,467,0.495261
2,281,156,467,0.486006
3,284,155,468,0.487693
3,287,151,465,0.498289
6,287,155,466,0.464595
10,287,158,465,0.475104
11,288,160,468,0.509755
11,288,160,467,0.508907
11,286,162,468,0.544132
10,285,162,469,0.537717
9,285,161,469,0.523019
8,284,160,469,0.526754
8,285,160,470,0.521083
6,286,158,471,0.503005
5,286,157,471,0.513617
4,288,156,472,0.500859
3,289,155,473,0.505872
2,289,154,473,0.506220
3,288,156,473,0.493011
23,258,169,435,0.460238
92,167,221,324,0.527614
146,119,266,265,0.639856
202,92,297,208,0.614621
248,108,325,202,0.610731
276,136,341,216,0.694317
293,152,354,226,0.695236
302,162,360,232,0.743000
306,167,362,235,0.730706
311,170,367,237,0.901308
314,170,371,238,0.882106
318,171,375,239,0.832632
318,173,375,241,0.878428
320,174,377,243,0.871776
321,174,378,242,0.815404
322,177,380,246,0.735008
319,182,379,253,0.732483
316,182,375,252,0.840250
316,183,373,251,0.889902
318,183,374,250,0.869731
321,183,377,250,0.857159
321,183,377,250,0.837887
322,183,378,250,0.806805
323,183,379,250,0.793410
323,183,379,250,0.791894
320,183,376,250,0.813458
325,177,382,246,0.731367
325,183,384,254,0.541872
327,185,387,258,0.534696
323,186,383,259,0.665527
